objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Scythe: The Wind Gambit","223555","0","","0","0","0","0","0","0","0","0","1","3","","","","","","41647784","7.26549","7.89156","3.3793","0","22448","thing","Scythe: The Wind Gambit","1","7","140","140","70","2017","1,2,3,4,5,6,7","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"SeaFall","148261","0","","0","0","0","0","0","0","0","0","0","3","","","","","","32844967","5.95301","6.26361","3.7526","2721","8855","thing","SeaFall","3","5","180","180","120","2016","3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Seasons","108745","8","3","0","1","0","0","0","0","0","0","0","2","","","","","","31564698","7.23283","7.39874","2.7705","224","25102","thing","Seasons","2","4","60","60","60","2012","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Seasons: Enchanted Kingdom","136233","0","","0","1","0","0","0","0","0","0","0","2","","","","","","35734899","6.75108","7.77541","2.6988","0","7941","thing","Seasons: Enchanted Kingdom","2","4","60","60","60","2013","2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Seasons: Orb of Ragfield","166375","0","","0","1","0","0","0","0","0","0","0","1","","","","","","35735027","5.61957","7.25833","2.7143","0","832","thing","Seasons: Orb of Ragfield","2","4","60","60","60","2014","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Seasons: Path of Destiny","148166","0","","0","1","0","0","0","0","0","0","0","2","","","","","","35734901","6.56305","7.8758","2.6829","0","5873","thing","Seasons: Path of Destiny","2","4","60","60","60","2014","2,3,4","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Serenissima (Second Edition)","135281","0","","0","0","0","0","0","0","0","0","0","4","","","","","","33690264","6.00732","6.94856","2.9322","2443","1674","thing","Serenissima (Second Edition)","2","4","90","90","90","2012","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows of Brimstone: Swamps of Death","150997","0","","0","0","0","0","0","0","0","0","0","4","","","","","","33333121","6.86123","8.05302","3.3929","530","5312","thing","Shadows of Brimstone: Swamps of Death","1","4","180","180","90","2014","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over Camelot","15062","0","","0","0","0","0","0","0","0","0","1","5","","","","","","29507763","6.97208","7.11478","2.5664","422","31803","thing","Shadows over Camelot","3","7","80","80","60","2005","4,5,6,7","5,6,7","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Shakespeare","180511","7.5","1","0","0","0","0","0","0","1","0","0","1","","","","","","39409001","6.85397","7.43816","2.994","538","5338","thing","Shakespeare","1","4","90","90","20","2015","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Shakespeare: Backstage","199877","0","","0","0","0","0","0","0","1","0","0","1","","","","","","44877494","6.07011","7.92988","3","0","1876","thing","Shakespeare: Backstage","1","4","90","90","20","2016","1,2,3,4","2,3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Sheriff of Nottingham","157969","6","2","0","0","0","0","0","0","1","0","0","1","","","","","","29668347","7.00839","7.13067","1.6516","394","46410","thing","Sheriff of Nottingham","3","5","60","60","60","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","2511","8","2","0","0","0","0","0","0","1","0","1","1","","","","","","31564692","7.49756","7.71453","2.6786","103","34177","thing","Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","1","8","120","120","60","1982","1,2,3,4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World","40692","6","3","0","0","0","0","0","0","0","0","0","3","","","","","","34943413","7.16035","7.25448","2.3546","267","84411","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Snowdonia","119432","0","","0","0","0","0","0","0","0","0","1","3","","","","","","45343706","6.8824","7.36685","2.993","518","4818","thing","Snowdonia","1","5","90","90","30","2012","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Hulk: Death Angel – The Card Game","71721","7.5","4","0","1","0","0","0","0","0","0","0","3","","","","","","44640900","6.7769","6.99637","2.4185","629","21677","thing","Space Hulk: Death Angel – The Card Game","1","6","60","60","30","2010","1,2,3,4,5","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Hulk: Death Angel – The Card Game – Deathwing Space Marine Pack","120965","0","","0","0","0","0","0","0","0","0","0","3","","","","","","58561532","6.00865","7.41847","2.3667","0","2919","thing","Space Hulk: Death Angel – The Card Game – Deathwing Space Marine Pack","1","6","30","30","30","2012","1,2,3","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Space Hulk: Death Angel – The Card Game – Mission Pack 1","94964","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58561538","6.20719","7.38509","2.1463","0","4408","thing","Space Hulk: Death Angel – The Card Game – Mission Pack 1","1","6","30","30","30","2011","1,2,3,4,5,6","1,3","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Space Hulk: Death Angel – The Card Game: Space Marine Pack 1","94963","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58561530","6.23513","7.39765","2.1463","0","4272","thing","Space Hulk: Death Angel – The Card Game: Space Marine Pack 1","1","6","30","30","30","2011","1,2,3,4,5,6","1","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Specter Ops","155624","5","2","0","0","0","0","0","0","1","0","0","1","","","","","","29668332","6.8278","7.22966","2.3905","566","9016","thing","Specter Ops","2","5","120","120","60","2015","2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island","162886","0","","0","0","0","0","0","0","0","0","1","4","","","","","","54748796","8.12484","8.35958","4.0172","11","43096","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Splendor","148228","6","1","0","0","0","0","0","0","1","0","0","3","","","","","","29223825","7.3281","7.44409","1.7972","175","87642","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Spyrium","137269","0","","0","0","0","0","0","0","0","0","0","4","","","","","","33919868","6.72741","7.07021","2.8967","698","7149","thing","Spyrium","2","5","75","75","75","2013","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Trek: Frontiers","182340","0","","0","0","0","0","0","0","0","0","0","4","","","","","","33730463","6.62788","7.87627","4.3061","844","4160","thing","Star Trek: Frontiers","1","4","240","240","60","2016","1,2,3","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault","164153","7.5","7","0","1","0","0","0","0","0","0","0","3","","","","","","29209954","7.72709","8.00517","3.3094","51","36189","thing","Star Wars: Imperial Assault","1","5","120","120","60","2014","2,3,4,5","2,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Boba Fett Villain Pack","175213","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742647","6.19361","8.1546","2.875","0","6045","thing","Star Wars: Imperial Assault – Boba Fett Villain Pack","2","5","120","120","60","2015","2,3,4,5","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Chewbacca Ally Pack","167886","0","","0","1","0","0","0","0","0","0","0","3","","","","","","30742637","6.27247","7.97537","2.625","0","7250","thing","Star Wars: Imperial Assault – Chewbacca Ally Pack","2","5","60","60","60","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – General Weiss Villain Pack","167883","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742644","6.09709","7.92235","3","0","5451","thing","Star Wars: Imperial Assault – General Weiss Villain Pack","2","5","60","60","60","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Han Solo Ally Pack","167889","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742642","6.29108","7.99382","2.6471","0","7521","thing","Star Wars: Imperial Assault – Han Solo Ally Pack","2","5","60","60","60","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – IG-88 Villain Pack","167885","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742646","6.17673","7.87332","2.8462","0","6185","thing","Star Wars: Imperial Assault – IG-88 Villain Pack","2","5","60","60","60","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – R2-D2 and C-3PO Ally Pack","175212","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742654","6.13545","7.97889","3","0","6085","thing","Star Wars: Imperial Assault – R2-D2 and C-3PO Ally Pack","2","5","90","90","90","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Rebel Saboteurs Ally Pack","167888","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742652","6.09141","7.85688","2.8333","0","5541","thing","Star Wars: Imperial Assault – Rebel Saboteurs Ally Pack","2","5","60","60","60","2015","2,3,5","2,5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Rebel Troopers Ally Pack","167887","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742650","6.07637","7.77912","2.9","0","5664","thing","Star Wars: Imperial Assault – Rebel Troopers Ally Pack","2","5","60","60","60","2015","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Royal Guard Champion Villain Pack","167884","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742648","6.13775","7.90937","2.9167","0","5931","thing","Star Wars: Imperial Assault – Royal Guard Champion Villain Pack","2","5","60","60","60","2015","2,3,5","2,5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault – Twin Shadows","175211","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30742641","6.65067","8.21891","3.3333","0","9343","thing","Star Wars: Imperial Assault – Twin Shadows","2","5","120","120","60","2015","2,3,5","5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Outer Rim","271896","0","","0","0","0","0","0","0","0","0","1","3","","","","","","58346175","7.18365","7.71007","2.5052","257","12331","thing","Star Wars: Outer Rim","1","4","180","180","120","2019","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Rebellion","187645","0","","0","1","0","0","0","0","0","0","0","4","","","","","","32665863","8.17231","8.42682","3.7201","8","37390","thing","Star Wars: Rebellion","2","4","240","240","180","2016","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Rebellion – Rise of the Empire","226840","0","","0","1","0","0","0","0","0","0","0","2","","","","","","45045297","7.58174","8.85589","3.6471","0","11960","thing","Star Wars: Rebellion – Rise of the Empire","2","4","240","240","180","2017","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"The Staufer Dynasty","166226","0","","0","0","0","0","0","0","0","0","1","4","","","","","","45332357","6.44404","7.15434","2.9911","1155","3236","thing","The Staufer Dynasty","2","5","90","90","90","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Steal This Game","211047","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44906347","5.49795","5.63255","1","17691","647","thing","Steal This Game","2","2","5","5","5","2016","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stockpile","161614","4","2","0","0","0","0","0","0","1","0","0","3","","","","","","33800065","7.05478","7.52473","2.1071","357","6831","thing","Stockpile","2","5","45","45","45","2015","3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stockpile: Continuing Corruption","195034","0","","0","0","0","0","0","0","1","0","0","3","","","","","","35233009","6.3194","7.9784","2.0909","0","2904","thing","Stockpile: Continuing Corruption","2","5","75","75","45","2016","3,4,5","4,5","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Stockpile: Investor Card Promo Pack #1 – Opulent Oprah and Royal Robins","200165","0","","0","0","0","0","0","0","1","0","0","1","","","","","","35312416","5.59737","7.30297","0","0","743","thing","Stockpile: Investor Card Promo Pack #1 – Opulent Oprah and Royal Robins","2","5","60","60","45","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Stockpile: Investor Card Promo Pack #2 – Moneymaker Mitt and Socialist Sanders","198808","0","","0","0","0","0","0","0","1","0","0","1","","","","","","35312414","5.60273","7.28951","0","0","750","thing","Stockpile: Investor Card Promo Pack #2 – Moneymaker Mitt and Socialist Sanders","2","5","60","60","45","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Stone Age","34635","0","","0","0","0","0","0","0","0","0","0","4","","","","","","29414514","7.44763","7.56087","2.4745","120","49070","thing","Stone Age","2","4","90","90","60","2008","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stronghold: 2nd edition","179460","0","","0","0","0","0","0","0","0","0","1","4","","","","","","34070522","6.44027","7.49492","3.75","1163","3394","thing","Stronghold: 2nd edition","2","2","90","90","90","2015","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"A Study in Emerald (Second Edition)","178054","0","","0","0","0","0","0","0","0","0","1","5","","","","","","30958830","6.33754","6.93822","2.9412","1367","4183","thing","A Study in Emerald (Second Edition)","2","5","60","60","60","2015","3,4,5","4,5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Suburbia","123260","0","","0","0","0","0","0","0","0","0","0","5","","","","","","29414513","7.35887","7.51234","2.7698","159","25365","thing","Suburbia","1","4","90","90","60","2012","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Survive: Escape from Atlantis!","2653","0","","0","0","0","0","0","0","0","0","0","3","","","","","","29414677","7.13603","7.31321","1.7089","291","30948","thing","Survive: Escape from Atlantis!","2","4","60","60","45","1982","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sword & Skull","14992","0","","0","1","1","0","0","0","0","0","0","1","","","","","","58365976","5.48413","5.47976","1.5056","19152","1463","thing","Sword & Skull","2","5","60","60","60","2005","3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories","146508","6","8","0","0","0","0","0","0","1","0","0","1","","","","","","31371294","7.34542","7.52347","2.6053","167","36199","thing","T.I.M.E Stories","2","4","90","90","90","2015","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories: A Prophecy of Dragons","189035","0","","0","0","0","0","0","0","1","0","0","1","","","","","","32159074","7.06525","7.61197","2.6393","0","13135","thing","T.I.M.E Stories: A Prophecy of Dragons","2","4","180","180","90","2016","2,3,4","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Expedition – Endurance","193527","0","","0","0","0","0","0","0","1","0","0","1","","","","","","45418330","6.69775","7.40584","2.3","0","8453","thing","T.I.M.E Stories: Expedition – Endurance","2","4","90","90","60","2017","3,4","4","14+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Lumen Fidei","213099","0","","0","0","0","0","0","0","1","0","0","1","","","","","","44510325","6.57641","7.45816","3.1667","0","6969","thing","T.I.M.E Stories: Lumen Fidei","2","4","90","0","90","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: The Marcy Case","180585","0","","0","0","0","0","0","0","1","0","0","1","","","","","","31371296","7.10992","7.55384","2.6588","0","15012","thing","T.I.M.E Stories: The Marcy Case","2","4","90","90","60","2015","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"T.I.M.E Stories: Under the Mask","189686","0","","0","0","0","0","0","0","1","0","0","1","","","","","","45418333","6.74487","7.32958","2.5278","0","10648","thing","T.I.M.E Stories: Under the Mask","2","4","90","0","90","2016","2,3,4","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Tainted Grail: The Fall of Avalon","264220","0","","0","0","0","0","0","0","0","0","0","4","","","","","","66001394","7.5969","8.32213","3.2834","79","14928","thing","Tainted Grail: The Fall of Avalon","1","4","120","120","60","2019","1,2,3","1,2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Tajemnicze Domostwo","113997","0","","0","0","0","0","0","0","0","0","0","3","","","","","","29209951","6.73591","7.16214","1.86","686","4648","thing","Tajemnicze Domostwo","2","7","60","60","30","2013","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Teotihuacan: City of Gods","229853","0","","0","0","0","0","0","0","0","0","1","4","","","","","","54717621","7.64804","7.94089","3.7666","71","19444","thing","Teotihuacan: City of Gods","1","4","120","120","90","2018","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra","153507","0","","0","0","0","0","0","0","0","0","0","3","","","","","","30441641","6.21268","6.81043","1.5091","1711","2872","thing","Terra","2","6","60","60","45","2014","2,3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Mystica","120677","9","7","0","1","0","0","0","0","0","0","0","3","","","","","","29481556","7.98012","8.13549","3.9636","17","44330","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Mystica: Erweiterungsbogen","184895","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45548877","6.3231","8.17471","3.8333","0","3267","thing","Terra Mystica: Erweiterungsbogen","2","5","150","150","60","2015","2,3,4,5","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terra Mystica: Fire & Ice","161317","0","","0","1","0","0","0","0","0","0","0","1","","","","","","31621691","7.54267","8.44091","3.9568","0","11653","thing","Terra Mystica: Fire & Ice","2","5","100","100","100","2014","2,3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","36460993","8.27869","8.42475","3.244","4","94688","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars: Hellas & Elysium","218127","0","","0","0","0","0","0","0","0","0","1","3","","","","","","54678227","7.84985","8.39298","2.901","0","26635","thing","Terraforming Mars: Hellas & Elysium","1","5","120","120","90","2017","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Small Asteroid Promo Card","202825","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37496334","6.36146","7.78025","3.0526","0","5873","thing","Terraforming Mars: Small Asteroid Promo Card","1","5","120","120","90","2016","2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Terraforming Mars: Venus Next","231965","0","","0","0","0","0","0","0","0","0","1","3","","","","","","54678230","7.10026","7.59935","2.9054","0","21377","thing","Terraforming Mars: Venus Next","1","5","120","120","90","2017","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"This War of Mine: The Board Game","188920","6","1","0","0","0","0","0","0","1","0","0","2","","","","","","33529730","7.37464","7.83124","3.273","151","17422","thing","This War of Mine: The Board Game","1","6","120","120","45","2017","1,2,3","1","16+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Ages: A New Story of Civilization","182028","8","1","0","1","0","0","0","0","0","0","0","1","","","","","","31103095","8.16331","8.40062","4.4062","9","28711","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Ages: A Story of Civilization","25613","0","","0","0","0","0","0","0","1","0","0","1","","","","","","29614777","7.68882","7.90759","4.1751","57","17532","thing","Through the Ages: A Story of Civilization","2","4","120","120","120","2006","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone Advance: Caverns of Bane","122967","0","","0","0","0","0","0","0","1","0","0","1","","","","","","32665846","6.36157","7.75646","2.6889","0","3070","thing","Thunderstone Advance: Caverns of Bane","1","5","45","45","45","2012","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Thunderstone Advance: Into the Abyss","158727","0","","0","0","0","0","0","0","0","0","0","2","","","","","","32665852","5.89041","7.96748","2.6923","0","1166","thing","Thunderstone Advance: Into the Abyss","1","5","60","60","60","2014","1,2,3,4","3","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Thunderstone Advance: Numenera","142961","6","4","0","0","0","0","0","0","1","0","0","3","","","","","","32133068","6.27704","7.27498","2.7344","1522","2944","thing","Thunderstone Advance: Numenera","1","5","90","90","60","2013","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone Advance: Root of Corruption","131306","0","","0","0","0","0","0","0","1","0","0","1","","","","","","32670747","6.19416","7.7378","2.7727","0","2422","thing","Thunderstone Advance: Root of Corruption","1","5","45","45","45","2012","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Thunderstone Advance: Towers of Ruin","116998","0","","0","0","0","0","0","0","1","0","0","1","","","","","","31908930","6.84507","7.35669","2.7386","549","6877","thing","Thunderstone Advance: Towers of Ruin","1","5","45","45","45","2012","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone Advance: Worlds Collide","152765","0","","0","0","0","0","0","0","0","0","0","2","","","","","","32668427","6.2284","7.74205","2.8276","1661","1813","thing","Thunderstone Advance: Worlds Collide","1","5","60","60","60","2014","1,2,3,4","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: 10th Anniversary","160069","6.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","28932629","7.54555","8.27212","1.9028","0","10240","thing","Ticket to Ride: 10th Anniversary","2","5","60","60","30","2014","2,3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: Nordic Countries","31627","5","2","0","0","0","0","0","0","1","0","0","3","","Alex","","","","28932691","7.35468","7.63835","1.9822","162","17971","thing","Ticket to Ride: Nordic Countries","2","3","60","60","30","2007","2,3","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tides of Madness","195544","0","","0","1","0","0","0","1","0","0","0","1","","Some necessary text - easily memorized or small crib sheet 

","","","","59733370","6.38181","6.81355","1.541","1270","7604","thing","Tides of Madness","2","2","20","20","20","2016","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tigris & Euphrates","42","0","","0","0","0","0","0","0","0","0","1","3","","","","","","58549279","7.52858","7.69694","3.5086","95","28931","thing","Tigris & Euphrates","2","4","90","90","90","1997","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"TIME Stories Revolution: A Midsummer Night","271524","0","","0","0","0","0","0","0","0","0","1","4","","","","","","58203668","5.6347","6.92971","2.2","6187","1019","thing","TIME Stories Revolution: A Midsummer Night","1","4","180","180","180","2020","1,2,3,4","1,2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies","163967","6.5","13","0","0","0","0","0","0","1","0","0","3","","","","","","32361258","7.15405","7.3685","2.1537","276","29351","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Western","180852","0","","0","1","0","0","0","1","0","0","0","1","","","","","","36024018","6.27672","6.67273","2.8725","1524","10941","thing","Tiny Epic Western","1","4","45","45","30","2016","1,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Gamelyn Games","English","2016","English edition"
"Tiny Epic Western: Kickstarter Deluxe Promo Pack","211691","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45548080","5.66625","7.01014","0","0","1827","thing","Tiny Epic Western: Kickstarter Deluxe Promo Pack","1","4","0","0","0","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tofu Kingdom","186475","5","1","0","0","0","0","0","0","1","0","0","3","","Gift to Mila.","","","","37718244","5.63815","6.30816","1.5556","6096","734","thing","Tofu Kingdom","3","8","30","30","10","2015","5,6,7,8","7,8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Too Many Bones","192135","0","","0","0","0","0","0","0","0","0","1","3","","","","","","54748878","7.76689","8.44558","3.8567","40","10511","thing","Too Many Bones","1","4","120","120","60","2017","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Tragedy Looper","148319","6","1","0","0","0","0","0","0","1","0","0","3","","","","","","29519855","6.69083","7.21135","3.5213","760","8225","thing","Tragedy Looper","2","4","120","120","120","2011","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
